Account ID,Client id,Branch Name,Product Id,Loan Amount,Funded Amount,Funded Amount Inv,Disbursement Date,Loan Status,Repayment Type,Center Id,BranchID
ACC000421,1000,MAWANA,JLG35K,10929,31016,9251,2018-06-27 00:00:00,Active,Monthly EMI,800018,MAWANA-800018
ACC000422,293,SANGRUR,JLG30K,15376,7671,42283,2021-11-13 00:00:00,Default,Quarterly EMI,110159,SANGRUR-110159
ACC000423,518,MUKTSAR,JLG30K,37830,14329,11765,2020-04-21 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000424,498,Mathura,JLG30K,27580,39661,27019,2016-04-02 00:00:00,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC000425,42,ASANSOL,JLG29K,45999,41441,13271,2023-03-04 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000426,339,JALANDHAR,JLG30K,44429,45656,21035,2023-08-12 00:00:00,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC000427,935,CHHATA,JLG30K,30815,38241,26929,2020-02-27 00:00:00,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC000428,169,SANGRUR,JLG30K,10860,31361,44406,2015-08-27 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000429,578,BEHROR,JLG30K,16659,36750,36081,2021-12-06 00:00:00,Default,Monthly EMI,30179,BEHROR-30179
ACC000430,757,FATEHGARH SAHIB,JLG30K,36152,24444,27684,2018-07-05 00:00:00,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000431,225,Mathura,JLG50K,48719,32682,2201,2022-12-05 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000432,473,Mangaldoi,JLG30K,23402,36779,8465,2016-12-30 00:00:00,Active,Quarterly EMI,570241,Mangaldoi-570241
ACC000433,712,Mathura,JLG30K,7424,19693,15476,2020-07-14 00:00:00,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000434,528,MUKTSAR,JLG30K,21329,28059,21273,2020-06-05 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000435,293,BULANDSHAHR,JLG35K,24397,33948,21843,2021-10-05 00:00:00,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000436,220,JAMMU,JLG30K,28254,4330,35543,2019-04-16 00:00:00,Paid Off,Quarterly EMI,720081,JAMMU-720081
ACC000437,593,Mangaldoi,JLG35K,21263,13944,13186,2022-05-06 00:00:00,Active,Monthly EMI,570241,Mangaldoi-570241
ACC000438,798,MUKTSAR,JLG30K,47018,11299,12877,2017-01-22 00:00:00,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC000439,878,Mathura,JLG46K,25598,12990,41334,2016-01-27 00:00:00,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000440,386,Mangaldoi,JLG35K,46646,37932,16778,2019-05-28 00:00:00,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC000441,577,Mathura,JLG30K,22142,36185,14611,2020-08-15 00:00:00,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000442,657,MUKTSAR,JLG35K,26005,13748,37107,2023-02-09 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000443,82,BILASPUR,JLG30K,47582,11912,7947,2018-09-10 00:00:00,Paid Off,Monthly EMI,240005,BILASPUR-240005
ACC000444,698,DHURI,JLG46K,18583,16214,38080,2016-12-15 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000445,506,MAWANA,JLG30K,8042,13941,38360,2023-09-27 00:00:00,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC000446,559,MAHASAMUND,JLG44K,15565,44896,37509,2020-08-22 00:00:00,Active,Quarterly EMI,250029,MAHASAMUND-250029
ACC000447,395,HAPUR,JLG30K,48648,33186,37869,2023-02-19 00:00:00,Fully Paid,Quarterly EMI,210563,HAPUR-210563
ACC000448,546,BEHROR,JLG30K,7958,15813,7142,2016-08-11 00:00:00,Active,Monthly EMI,30179,BEHROR-30179
ACC000449,936,DURGAPUR,JLG30K,17455,48914,30795,2023-12-28 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000450,284,ASANSOL,JLG30K,9155,4603,8796,2016-03-14 00:00:00,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC000451,151,HAPUR,JLG35K,47525,44521,12149,2021-02-08 00:00:00,Paid Off,Quarterly EMI,210563,HAPUR-210563
ACC000452,773,BEHROR,JLG35K,30562,5924,31221,2023-12-02 00:00:00,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC000453,522,MAWANA,JLG30K,23216,47835,13100,2022-04-23 00:00:00,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000454,196,GUWAHATI,JLG30K,7435,38584,44433,2018-05-21 00:00:00,Paid Off,Quarterly EMI,560090,GUWAHATI-560090
ACC000455,84,BEHROR,JLG50K,2755,3382,13369,2018-02-24 00:00:00,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000456,839,NIMAPADA,JLG45K,38165,45635,8432,2017-11-17 00:00:00,Paid Off,Monthly EMI,440052,NIMAPADA-440052
ACC000457,956,KARNAL,JLG30K,19141,42780,3447,2015-11-26 00:00:00,Fully Paid,Quarterly EMI,50678,KARNAL-50678
ACC000458,481,FATEHGARH SAHIB,JLG30K,22620,40095,36709,2020-09-11 00:00:00,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000459,582,Mangaldoi,JLG30K,9130,41455,39015,2016-04-08 00:00:00,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC000460,794,TEZPUR,JLG30K,32920,13561,4550,2022-09-13 00:00:00,Active,Quarterly EMI,680026,TEZPUR-680026
ACC000461,278,KURUKSHETRA,JLG50K,24249,24238,34346,2020-12-18 00:00:00,Paid Off,Monthly EMI,70364,KURUKSHETRA-70364
ACC000462,12,CUTTACK,JLG41K,8327,26766,7523,2017-04-22 00:00:00,Fully Paid,Monthly EMI,630081,CUTTACK-630081
ACC000463,663,AGRA,JLG35K,12956,6023,19433,2021-12-16 00:00:00,Fully Paid,Monthly EMI,140056,AGRA-140056
ACC000464,218,PATIALA,JLG30K,24675,32500,18841,2015-11-02 00:00:00,Paid Off,Monthly EMI,100186,PATIALA-100186
ACC000465,221,DHURI,JLG35K,25142,43445,32432,2020-10-29 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000466,177,BUXAR,JLG35K,6122,23307,41404,2016-01-29 00:00:00,Active,Quarterly EMI,710002,BUXAR-710002
ACC000467,798,MUKTSAR,JLG30K,32807,28656,43019,2016-07-24 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000468,486,SIWAN,JLG30K,28099,24496,17057,2019-11-07 00:00:00,Fully Paid,Quarterly EMI,790102,SIWAN-790102
ACC000469,533,MAWANA,JLG35K,12800,10985,29199,2021-11-23 00:00:00,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000470,125,DIBRUGARH,JLG30K,45082,19856,5936,2017-01-14 00:00:00,Fully Paid,Quarterly EMI,1050013,DIBRUGARH-1050013
ACC000471,791,SEHORE,JLG35K,3521,45484,3933,2023-04-14 00:00:00,Paid Off,Monthly EMI,1440051,SEHORE-1440051
ACC000472,291,PATIALA,JLG35K,32240,19746,37052,2022-06-10 00:00:00,Active,Monthly EMI,100186,PATIALA-100186
ACC000473,926,ASANSOL,JLG29K,22497,25306,7878,2018-04-02 00:00:00,Fully Paid,Quarterly EMI,690076,ASANSOL-690076
ACC000474,358,ASANSOL,JLG46K,23237,44519,8007,2018-12-24 00:00:00,Active,Quarterly EMI,690076,ASANSOL-690076
ACC000475,121,Mathura,JLG35K,48867,47772,6069,2023-10-29 00:00:00,Active,Quarterly EMI,910182,Mathura-910182
ACC000476,86,MUKTSAR,JLG30K,29859,12079,39936,2017-04-14 00:00:00,Fully Paid,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000477,434,BEHROR,JLG30K,37370,37616,30145,2020-07-31 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC000478,790,SIRSA,JLG30K,4306,40648,14800,2023-05-20 00:00:00,Fully Paid,Monthly EMI,730084,SIRSA-730084
ACC000479,79,DURGAPUR,JLG30K,19982,7949,8564,2022-11-24 00:00:00,Active,Monthly EMI,700013,DURGAPUR-700013
ACC000480,595,DURGAPUR,JLG35K,19095,31689,17028,2015-05-29 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000481,277,BEHROR,JLG35K,46449,20868,10476,2023-12-02 00:00:00,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC000482,109,ASANSOL,JLG30K,36423,43492,19819,2019-09-14 00:00:00,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC000483,643,BULANDSHAHR,JLG30K,33152,44599,17909,2015-02-02 00:00:00,Paid Off,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000484,50,SIWAN,JLG44K,13321,12316,40433,2015-03-30 00:00:00,Active,Monthly EMI,790102,SIWAN-790102
ACC000485,179,VARANASI,JLG35K,30188,11828,42353,2016-02-06 00:00:00,Default,Monthly EMI,1280108,VARANASI-1280108
ACC000486,53,SANGRUR,JLG35K,47651,34210,40053,2019-04-09 00:00:00,Default,Quarterly EMI,110159,SANGRUR-110159
ACC000487,695,DURGAPUR,JLG30K,22531,43714,27663,2022-08-28 00:00:00,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000488,516,BEHROR,JLG35K,3607,5217,34265,2018-12-25 00:00:00,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC000489,423,CHHATA,JLG35K,15759,14036,15553,2022-01-04 00:00:00,Active,Quarterly EMI,910020,CHHATA-910020
ACC000490,358,MUKTSAR,JLG30K,16267,7246,30221,2023-10-22 00:00:00,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC000491,708,CHHATA,JLG30K,24266,16722,10914,2023-09-27 00:00:00,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC000492,53,DHURI,JLG30K,4535,27153,41842,2020-12-08 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000493,959,MUKTSAR,JLG30K,19113,35348,30568,2018-05-13 00:00:00,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC000494,386,DURGAPUR,JLG46K,41445,5426,21252,2015-02-23 00:00:00,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC000495,814,SANGRUR,JLG35K,29731,38168,22936,2021-10-05 00:00:00,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC000496,747,DURGAPUR,JLG35K,39345,12063,37946,2023-10-10 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000497,532,Mathura,JLG30K,38879,4870,7397,2020-05-09 00:00:00,Active,Monthly EMI,910182,Mathura-910182
ACC000498,716,BUXAR,JLG30K,25838,32727,10761,2021-10-28 00:00:00,Active,Monthly EMI,710002,BUXAR-710002
ACC000499,809,SANGRUR,JLG39K,40036,47240,10851,2020-09-08 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000500,91,DIBRUGARH,JLG35K,40513,37472,26451,2020-01-25 00:00:00,Paid Off,Monthly EMI,1050013,DIBRUGARH-1050013
ACC000501,761,DHURI,JLG35K,16021,5271,33287,2020-05-05 00:00:00,Default,Monthly EMI,1030063,DHURI-1030063
ACC000502,373,DURGAPUR,JLG30K,6779,36626,21332,2021-01-28 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000503,137,SHAHDOL,JLG29K,42713,46225,38838,2021-02-18 00:00:00,Fully Paid,Monthly EMI,1550006,SHAHDOL-1550006
ACC000504,384,JALANDHAR,JLG40K,36018,19756,2864,2023-05-17 00:00:00,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC000505,988,TEZPUR,JLG30K,41106,5458,29518,2016-05-01 00:00:00,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC000506,137,SIRSA,JLG30K,25938,8411,4063,2017-11-10 00:00:00,Default,Monthly EMI,730084,SIRSA-730084
ACC000507,521,BULANDSHAHR,JLG35K,49005,38638,13882,2016-06-15 00:00:00,Active,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000508,946,BUXAR,JLG35K,30697,15465,44818,2023-11-14 00:00:00,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC000509,441,BULANDSHAHR,JLG46K,22077,44458,19309,2019-02-28 00:00:00,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000510,501,TEZPUR,JLG35K,39468,39672,37986,2021-12-19 00:00:00,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC000511,551,KURUKSHETRA,JLG30K,36467,48160,10547,2020-12-28 00:00:00,Paid Off,Quarterly EMI,70364,KURUKSHETRA-70364
ACC000512,315,ASANSOL,JLG30K,17052,4785,16532,2015-12-23 00:00:00,Paid Off,Quarterly EMI,690076,ASANSOL-690076
ACC000513,709,BULANDSHAHR,JLG50K,29847,48273,34443,2021-05-23 00:00:00,Active,Monthly EMI,10068,BULANDSHAHR-10068
ACC000514,877,Mangaldoi,JLG30K,42491,48974,20548,2023-10-02 00:00:00,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC000515,889,DURGAPUR,JLG30K,37115,35388,5311,2018-09-04 00:00:00,Active,Monthly EMI,700013,DURGAPUR-700013
ACC000516,256,FATEHGARH SAHIB,JLG30K,41486,13025,26853,2016-10-09 00:00:00,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000517,163,DURGAPUR,JLG46K,3321,38519,28995,2016-06-04 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000518,91,SANGRUR,JLG46K,2616,32941,33775,2023-11-19 00:00:00,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC000519,325,SANGRUR,JLG30K,3609,47192,6341,2018-11-26 00:00:00,Active,Quarterly EMI,110159,SANGRUR-110159
ACC000520,678,DHURI,JLG35K,14438,13264,37067,2020-10-12 00:00:00,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC000521,42,CUTTACK,JLG30K,25011,46400,41863,2016-04-12 00:00:00,Fully Paid,Quarterly EMI,630081,CUTTACK-630081
ACC000522,122,DHURI,JLG30K,26832,22401,34913,2018-03-29 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000523,752,TEZPUR,JLG35K,15701,49906,17787,2020-11-04 00:00:00,Paid Off,Monthly EMI,680026,TEZPUR-680026
ACC000524,786,BEHROR,JLG44K,33314,25973,31382,2021-07-05 00:00:00,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000525,752,SANGRUR,JLG44K,47285,45006,20289,2023-09-15 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000526,505,FATEHGARH SAHIB,JLG41K,3632,19313,17569,2019-11-25 00:00:00,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000527,82,BISWANATH CHARIALI,JLG35K,17560,22502,24193,2017-01-09 00:00:00,Paid Off,Quarterly EMI,740048,BISWANATH CHARIALI-740048
ACC000528,16,SEHORE,JLG35K,12689,17980,34358,2018-01-02 00:00:00,Paid Off,Monthly EMI,1440051,SEHORE-1440051
ACC000529,398,AGRA,JLG30K,28518,4394,19578,2020-10-29 00:00:00,Paid Off,Quarterly EMI,140056,AGRA-140056
ACC000530,467,RAIPUR,JLG30K,25349,7173,18214,2020-10-26 00:00:00,Paid Off,Quarterly EMI,230415,RAIPUR-230415
ACC000531,105,SIWAN,JLG30K,23724,6578,6509,2017-05-03 00:00:00,Paid Off,Quarterly EMI,790102,SIWAN-790102
ACC000532,487,DHURI,JLG35K,14329,41471,30549,2022-12-04 00:00:00,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000533,881,DHURI,JLG35K,8872,41243,38909,2015-08-27 00:00:00,Active,Monthly EMI,1030063,DHURI-1030063
ACC000534,63,Mathura,JLG30K,45641,21554,25903,2015-04-28 00:00:00,Active,Monthly EMI,910182,Mathura-910182
ACC000535,404,Bardhaman,JLG30K,46680,16946,3796,2021-05-03 00:00:00,Fully Paid,Quarterly EMI,610198,Bardhaman-610198
ACC000536,830,MAWANA,JLG30K,35264,29630,39587,2017-11-18 00:00:00,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC000537,576,BEHROR,JLG30K,20367,16765,17500,2022-04-02 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000538,988,DHARMANAGAR,JLG30K,32095,24812,20682,2020-06-19 00:00:00,Default,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC000539,172,Mangaldoi,JLG30K,17791,47326,31777,2020-08-26 00:00:00,Active,Quarterly EMI,570241,Mangaldoi-570241
ACC000540,54,Mathura,JLG30K,45785,9336,23538,2016-07-19 00:00:00,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000541,69,PATIALA,JLG35K,38575,12049,6457,2022-10-09 00:00:00,Active,Quarterly EMI,100186,PATIALA-100186
ACC000542,434,FATEHGARH SAHIB,JLG30K,24758,2047,42416,2023-10-05 00:00:00,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000543,947,ASANSOL,JLG30K,26034,43720,33557,2018-09-20 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000544,579,BULANDSHAHR,JLG30K,3226,14101,23592,2016-03-08 00:00:00,Active,Monthly EMI,10068,BULANDSHAHR-10068
ACC000545,544,Mangaldoi,JLG29K,28590,32619,16420,2020-05-25 00:00:00,Default,Quarterly EMI,570241,Mangaldoi-570241
ACC000546,881,JAMMU,JLG35K,20819,29389,20922,2017-01-22 00:00:00,Paid Off,Quarterly EMI,720081,JAMMU-720081
ACC000547,809,BEHROR,JLG30K,23369,47930,30109,2016-12-26 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000548,168,ASANSOL,JLG30K,27404,28070,27525,2015-09-30 00:00:00,Active,Monthly EMI,690076,ASANSOL-690076
ACC000549,189,AGRA,JLG30K,21549,28426,5165,2016-12-18 00:00:00,Fully Paid,Monthly EMI,140056,AGRA-140056
ACC000550,61,NEEM KA THANA,JLG30K,9072,28727,34166,2019-01-31 00:00:00,Fully Paid,Quarterly EMI,80001,NEEM KA THANA-80001
ACC000551,673,SIVASAGAR,JLG35K,40963,47528,5954,2022-11-26 00:00:00,Fully Paid,Quarterly EMI,880038,SIVASAGAR-880038
ACC000552,976,MAWANA,JLG35K,29790,33364,22973,2022-01-31 00:00:00,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000553,879,BEHROR,JLG30K,41077,45195,29498,2019-06-18 00:00:00,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000554,321,BEHROR,JLG46K,26025,27366,38700,2016-10-03 00:00:00,Active,Monthly EMI,30179,BEHROR-30179
ACC000555,365,DHURI,JLG35K,23351,39424,38381,2020-03-01 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000556,867,DURGAPUR,JLG30K,41957,3975,38691,2019-08-08 00:00:00,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000557,613,MUKTSAR,JLG35K,28847,44117,8217,2017-02-01 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000558,977,SIRSA,JLG30K,42958,6590,3816,2021-05-14 00:00:00,Paid Off,Monthly EMI,730084,SIRSA-730084
ACC000559,305,FATEHGARH SAHIB,JLG35K,40269,10985,31255,2015-05-25 00:00:00,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000560,699,CHHAPRA,JLG30K,2945,44554,43696,2019-12-11 00:00:00,Default,Monthly EMI,380112,CHHAPRA-380112
ACC000561,135,Mathura,JLG35K,45692,5172,3659,2015-05-28 00:00:00,Default,Quarterly EMI,910182,Mathura-910182
ACC000562,616,TEZPUR,JLG30K,40489,40301,14468,2015-08-30 00:00:00,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC000563,454,DHURI,JLG30K,35526,5928,38982,2018-07-12 00:00:00,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000564,792,MUKTSAR,JLG30K,16601,39242,43080,2018-01-17 00:00:00,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000565,922,DURGAPUR,JLG35K,2680,22441,9816,2015-02-10 00:00:00,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000566,270,JALANDHAR,JLG46K,28167,10149,5329,2022-02-19 00:00:00,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC000567,510,DHURI,JLG35K,31672,29621,21445,2019-03-30 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000568,709,DURGAPUR,JLG35K,39593,38945,3023,2016-10-07 00:00:00,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000569,407,MOTIHARI,JLG30K,42437,8820,15069,2017-01-13 00:00:00,Default,Quarterly EMI,520376,MOTIHARI-520376
ACC000570,724,SANGRUR,JLG35K,35700,16351,2808,2019-08-20 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000571,903,BEHROR,JLG50K,29432,30661,35023,2016-02-27 00:00:00,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000572,268,MUKTSAR,JLG35K,39290,37493,21099,2018-05-12 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000573,954,FATEHGARH SAHIB,JLG35K,36813,10095,25285,2017-10-23 00:00:00,Paid Off,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000574,514,BUXAR,JLG30K,7146,36577,32004,2015-02-05 00:00:00,Default,Quarterly EMI,710002,BUXAR-710002
ACC000575,839,SIVASAGAR,JLG30K,7278,45188,29227,2023-06-03 00:00:00,Paid Off,Quarterly EMI,880038,SIVASAGAR-880038
ACC000576,677,FATEHABAD,JLG30K,10184,42103,13022,2015-05-16 00:00:00,Paid Off,Quarterly EMI,670106,FATEHABAD-670106
ACC000577,905,DHURI,JLG30K,42359,16411,19563,2015-10-17 00:00:00,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000578,898,JALANDHAR,JLG30K,30214,23299,35521,2019-01-05 00:00:00,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC000579,123,DHURI,JLG35K,21906,27824,33779,2015-12-04 00:00:00,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000580,944,CHHATA,JLG30K,6518,32999,23534,2022-04-22 00:00:00,Paid Off,Quarterly EMI,910020,CHHATA-910020
ACC000581,273,SHAHDOL,JLG35K,20448,20661,21412,2023-06-29 00:00:00,Paid Off,Quarterly EMI,1550006,SHAHDOL-1550006
ACC000582,864,NEEM KA THANA,JLG30K,16610,38294,21248,2021-11-08 00:00:00,Paid Off,Monthly EMI,80001,NEEM KA THANA-80001
ACC000583,748,MAWANA,JLG35K,41322,8958,16016,2022-01-10 00:00:00,Active,Quarterly EMI,800018,MAWANA-800018
ACC000584,339,FATEHGARH SAHIB,JLG30K,40326,22976,5926,2018-08-01 00:00:00,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000585,508,DHURI,JLG30K,13103,21838,37826,2022-08-20 00:00:00,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000586,980,BUXAR,JLG46K,39337,19657,4389,2019-01-03 00:00:00,Fully Paid,Monthly EMI,710002,BUXAR-710002
ACC000587,663,DHURI,JLG35K,41172,38186,15437,2016-02-07 00:00:00,Default,Monthly EMI,1030063,DHURI-1030063
ACC000588,676,SANGRUR,JLG30K,24954,28690,43344,2015-09-25 00:00:00,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000589,183,MAWANA,JLG35K,13408,46067,32066,2016-11-10 00:00:00,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC000590,120,DURGAPUR,JLG30K,10239,42053,8344,2022-04-17 00:00:00,Default,Monthly EMI,700013,DURGAPUR-700013
ACC000591,684,DURGAPUR,JLG30K,23034,24077,6281,2018-12-21 00:00:00,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000592,141,DHURI,JLG30K,25728,34919,12441,2018-10-14 00:00:00,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000593,835,FATEHGARH SAHIB,JLG35K,2450,27519,20352,2017-01-14 00:00:00,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000594,808,HABRA,JLG30K,3068,23311,10582,2019-04-29 00:00:00,Fully Paid,Monthly EMI,650051,HABRA-650051
ACC000595,913,HAPUR,JLG30K,37711,9162,20812,2019-06-04 00:00:00,Fully Paid,Quarterly EMI,210563,HAPUR-210563
ACC000596,184,DURGAPUR,JLG30K,39286,41648,1655,2019-03-26 00:00:00,Default,Quarterly EMI,700013,DURGAPUR-700013
ACC000597,177,CHHATA,JLG30K,2327,24853,26157,2019-10-13 00:00:00,Active,Quarterly EMI,910020,CHHATA-910020
ACC000598,214,DURGAPUR,JLG35K,3760,11839,17992,2017-02-15 00:00:00,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000599,184,ASANSOL,JLG30K,37757,21655,42368,2023-08-13 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000600,113,Mathura,JLG30K,35622,46501,40136,2022-09-19 00:00:00,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC000601,885,CHHAPRA,JLG30K,20488,33430,42242,2017-01-02 00:00:00,Paid Off,Monthly EMI,380112,CHHAPRA-380112
ACC000602,581,MUKTSAR,JLG50K,26578,21152,24844,2023-06-07 00:00:00,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000603,601,BEHROR,JLG41K,29886,17706,43999,2022-04-14 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000604,985,ASANSOL,JLG30K,4038,5301,37558,2023-10-24 00:00:00,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000605,159,DHURI,JLG46K,21007,28264,8844,2016-06-09 00:00:00,Active,Monthly EMI,1030063,DHURI-1030063
ACC000606,820,BEHROR,JLG30K,31437,24644,26084,2022-12-08 00:00:00,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000607,15,Mathura,JLG30K,30712,45180,42615,2016-08-29 00:00:00,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000608,240,SANGRUR,JLG35K,41982,37982,10555,2021-09-08 00:00:00,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000609,484,MAWANA,JLG35K,18204,8345,28490,2016-05-23 00:00:00,Active,Monthly EMI,800018,MAWANA-800018
ACC000610,333,JALANDHAR,JLG30K,23294,48211,39790,2021-01-19 00:00:00,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC000611,457,BULANDSHAHR,JLG46K,13462,29520,10662,2016-11-12 00:00:00,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000612,1000,MUKTSAR,JLG35K,17002,42364,27155,2018-10-13 00:00:00,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000613,976,MUKTSAR,JLG30K,32894,11685,25908,2021-07-19 00:00:00,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000614,769,BEHROR,JLG35K,43344,40177,15026,2019-08-16 00:00:00,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000615,552,SIVASAGAR,JLG35K,36688,32954,1831,2017-08-07 00:00:00,Default,Monthly EMI,880038,SIVASAGAR-880038
ACC000616,832,MAWANA,JLG35K,17705,35531,29864,2016-09-04 00:00:00,Fully Paid,Quarterly EMI,800018,MAWANA-800018
