Account ID,Total Pymnt,Total Pymnt inv,Total Rec Prncp,Total Fees,Total Rrec int,Is Delinquent Loan,Is Default Loan,Delinq 2 Yrs,Repayment Behavior
ACC000401,21305,6647,21301,27.38,195.37,N,N,0,Late
ACC000402,12650,11392,12064,41.33,4508.65,N,N,0,On-Time
ACC000403,20204,21116,19140,21.55,4244,N,N,1,Very Late
ACC000404,43659,5969,42213,23.3,4969.64,N,N,0,Very Late
ACC000405,13453,16509,11864,32.69,1912.05,N,N,1,Very Late
ACC000406,9211,50591,7601,35.23,1469.02,N,N,0,On-Time
ACC000407,33539,39665,31662,12.76,737.41,N,N,2,On-Time
ACC000408,48153,26247,47805,4.72,285.33,N,N,1,Late
ACC000409,49322,22008,49074,36.22,555.84,N,N,1,On-Time
ACC000410,43295,5955,43134,32.59,2726.2,N,N,0,On-Time
ACC000411,18872,14876,19099,8.54,4286.86,N,N,2,On-Time
ACC000412,26930,49330,25519,21.14,2683.15,N,N,1,On-Time
ACC000413,3169,27142,2444,9.36,2880.01,N,N,2,Late
ACC000414,10056,12922,8127,21.55,1263.67,N,N,0,On-Time
ACC000415,39599,17505,37117,34.32,1753.83,N,N,1,On-Time
ACC000416,25141,12757,23797,47.57,240.4,N,N,1,Very Late
ACC000417,26518,31991,24732,14.2,3961.25,N,N,2,Late
ACC000418,43854,11124,41759,20.52,1192.05,N,N,1,On-Time
ACC000419,38975,11236,37041,17.68,1112.31,N,N,1,On-Time
ACC000420,44041,31099,42429,42.06,524.42,N,N,1,Late
ACC000421,12298,32367,10834,10.66,4166.41,N,N,0,Late
ACC000422,16407,7236,15277,39.62,3360.07,N,N,1,On-Time
ACC000423,37435,16051,37477,46.8,3805.99,Y,N,0,Very Late
ACC000424,29565,41606,27483,13.83,716.33,N,N,0,On-Time
ACC000425,47485,43234,45986,14.42,3062,N,N,1,On-Time
ACC000426,44809,47439,44068,8.53,4270.38,N,N,2,On-Time
ACC000427,32354,38824,30371,10.63,1455.85,N,N,2,Late
ACC000428,11066,32110,10703,20.99,2183.29,N,N,0,On-Time
ACC000429,17726,36454,16585,45.93,2253.55,N,Y,2,On-Time
ACC000430,36967,25133,35860,4.12,1284.77,N,N,0,On-Time
ACC000431,50432,34196,48338,40.12,3856.5,N,N,1,Late
ACC000432,24880,37764,23326,39.8,4789.22,N,N,0,On-Time
ACC000433,9130,20248,7286,37.22,4126.18,N,N,2,On-Time
ACC000434,21792,27991,20889,41.84,3731.57,N,N,1,On-Time
ACC000435,25457,34281,24106,33.8,4577.2,N,N,1,Late
ACC000436,29924,3882,27937,38.79,583.83,N,N,1,On-Time
ACC000437,23101,14949,21204,6.95,2174.68,N,N,0,On-Time
ACC000438,48795,11190,46670,7.97,1526.14,N,N,2,On-Time
ACC000439,25875,14231,25235,9.23,4768.28,N,N,0,On-Time
ACC000440,47991,38794,46528,13.93,167.4,N,N,2,Very Late
ACC000441,24021,37943,21784,37.19,4372.06,N,N,0,On-Time
ACC000442,26000,15081,25934,35.72,2006.11,N,N,0,On-Time
ACC000443,47102,12881,47358,9.76,1620.95,N,N,0,On-Time
ACC000444,20307,16268,18512,36.99,3948.93,N,N,0,On-Time
ACC000445,8323,15198,7749,9.3,3477.45,N,N,0,On-Time
ACC000446,17085,46034,15080,14.14,3420.82,N,N,0,Late
ACC000447,49226,34252,48375,16.36,3085.28,N,N,0,On-Time
ACC000448,7555,16833,7865,13.03,1479.08,Y,N,1,Very Late
ACC000449,18518,50097,17275,25.81,384.99,N,N,0,Late
ACC000450,9933,5158,9029,32.44,4447.12,N,N,2,Late
ACC000451,49490,44817,47179,0.08,1371.96,Y,N,0,Very Late
ACC000452,31307,6115,30187,21.38,3197.4,Y,N,0,On-Time
ACC000453,24100,49770,22865,12.3,2910.28,N,N,0,On-Time
ACC000454,8932,39296,7318,29.69,3101.74,N,N,0,Very Late
ACC000455,2911,5301,2695,45.31,2529.98,N,N,1,Very Late
ACC000456,38933,46475,38031,23.65,3035.08,N,N,1,On-Time
ACC000457,20893,43937,19068,8.95,3880.61,N,N,2,Late
ACC000458,22187,40227,22232,6.37,3651.02,N,N,1,Very Late
ACC000459,9005,42158,8653,12.53,4459.84,N,N,2,On-Time
ACC000460,33319,13570,32747,27.06,3939.36,N,N,2,On-Time
ACC000461,26200,25974,24206,21.71,651.3,N,N,1,Late
ACC000462,10043,26738,7915,29.19,2996.71,N,N,2,On-Time
ACC000463,14236,6117,12658,1.58,4402.67,N,N,1,On-Time
ACC000464,25437,32134,24385,42.34,240.81,N,N,1,On-Time
ACC000465,24802,45134,24716,46.07,1748.87,N,N,0,On-Time
ACC000466,6546,24575,6108,42.35,4065.86,N,N,1,On-Time
ACC000467,34159,28924,32536,2.44,2484.24,N,N,2,On-Time
ACC000468,28431,26338,27997,32.86,1917.23,N,N,0,On-Time
ACC000469,12853,11399,12336,20.25,3867.74,N,N,2,On-Time
ACC000470,46386,20293,44860,19.69,599.4,N,N,0,On-Time
ACC000471,3307,45493,3308,3.08,4767.68,N,N,2,On-Time
ACC000472,33179,21176,32032,1.36,3341.32,N,N,0,On-Time
ACC000473,23424,27044,22411,8.62,1498.39,N,N,0,Late
ACC000474,24339,44891,23108,43.15,4248.38,N,Y,2,On-Time
ACC000475,50293,47305,48692,32.23,1039.3,N,N,2,On-Time
ACC000476,30247,11787,29684,15.18,141.57,N,N,2,On-Time
ACC000477,38081,38942,37260,6.11,1563.83,N,N,1,On-Time
ACC000478,5211,40214,3971,32.61,2241.58,N,N,0,On-Time
ACC000479,19528,9069,19833,26.45,2550.49,N,N,2,Late
ACC000480,19028,33548,18925,47.61,247.84,N,N,0,On-Time
ACC000481,47210,21097,46207,48.95,1324.43,N,N,0,On-Time
ACC000482,37572,45172,35946,17.24,3238.53,N,N,2,On-Time
ACC000483,33661,45799,33060,38.49,2621.26,N,N,2,Very Late
ACC000484,14425,13819,13194,44.94,637.67,N,N,1,On-Time
ACC000485,30325,11935,29852,9.55,4354.68,N,N,0,Very Late
ACC000486,47535,35179,47539,36.56,4346.4,N,N,2,On-Time
ACC000487,24377,45426,22106,38.11,4253.57,N,N,1,On-Time
ACC000488,4160,7112,3187,41.03,237.63,N,N,1,Late
ACC000489,17230,15775,15361,17.84,1446.31,N,N,0,On-Time
ACC000490,17809,6779,16133,24.99,3548.03,N,N,1,On-Time
ACC000491,25601,17571,24067,24.59,2304.38,N,N,2,On-Time
ACC000492,5494,27120,4154,19.45,2669.53,N,N,0,On-Time
ACC000493,19728,37120,19030,48.85,143.88,N,N,1,On-Time
ACC000494,43298,6523,40947,36.15,427.58,N,N,2,On-Time
ACC000495,30312,38706,29372,37.97,774.08,N,N,0,On-Time
ACC000496,39559,13537,38850,12.07,4959.75,Y,N,1,On-Time
ACC000497,38685,6176,38845,18.3,4730.58,Y,Y,0,On-Time
ACC000498,27418,34557,25366,28.2,1745.45,N,N,1,On-Time
ACC000499,40507,47659,39799,41.76,2141.74,N,N,0,On-Time
ACC000500,41921,37777,40428,9.04,3946.83,N,N,1,On-Time
ACC000501,16260,4841,15551,35.44,2975.31,N,N,1,Very Late
ACC000502,6281,38015,6490,10.48,596.79,N,N,0,Late
ACC000503,42554,46339,42307,35.82,2463.8,N,N,2,Late
ACC000504,37735,19933,35850,0.47,1021.29,N,N,1,On-Time
ACC000505,41687,6670,40990,31.51,863.64,N,Y,1,On-Time
ACC000506,25583,10324,25542,31.9,3851.09,N,N,0,Late
ACC000507,48845,39206,48767,3.51,4282.77,N,N,1,On-Time
ACC000508,32016,16286,30293,20.33,4602.77,N,N,2,On-Time
ACC000509,23890,46333,21889,10.15,3157.49,N,N,1,Late
ACC000510,40706,39881,39062,27.94,1130.07,N,N,2,On-Time
ACC000511,38385,49585,36199,29.73,4252.8,N,N,1,On-Time
ACC000512,18937,6553,17005,2.86,1002.74,N,N,0,On-Time
ACC000513,30129,48898,29637,21.73,533.92,N,N,1,On-Time
ACC000514,43348,49008,42124,33.74,2752.18,N,N,1,On-Time
ACC000515,38842,37278,36687,31.31,2744.89,N,N,1,On-Time
ACC000516,42202,13474,41215,42.59,336.52,N,N,0,On-Time
ACC000517,3975,38728,3060,1.89,1503.9,Y,N,0,On-Time
ACC000518,2348,34112,2212,22.24,2517.33,N,N,2,On-Time
ACC000519,4059,47605,3438,25.63,3430.01,N,N,1,On-Time
ACC000520,15063,14207,13957,15.06,3567.59,N,Y,1,On-Time
ACC000521,25817,47491,24858,3.93,2378.6,Y,N,1,On-Time
ACC000522,27934,22811,26576,41.64,2879.81,N,N,2,Very Late
ACC000523,16897,49897,15666,40.55,1013.62,Y,Y,1,On-Time
ACC000524,34252,26702,32833,35.18,3371.73,N,Y,2,On-Time
ACC000525,47692,45649,46940,42.78,4306.44,N,N,2,On-Time
ACC000526,4862,20369,3146,30.53,219.88,N,N,0,On-Time
ACC000527,18889,22553,17142,28.52,4561.65,N,N,2,Late
ACC000528,12217,19908,12293,33.68,3795.65,N,N,2,Late
ACC000529,28423,5166,28120,17.1,3945.69,N,N,2,On-Time
ACC000530,26303,6674,25172,45.41,4853.61,N,N,2,Late
ACC000531,25082,8137,23683,49.75,1097.18,N,N,1,On-Time
ACC000532,14769,43363,13848,39.55,4354.7,N,N,0,Late
ACC000533,9457,41573,8446,3.16,916.35,N,N,1,On-Time
ACC000534,46015,21699,45591,1.08,1269.38,N,N,0,On-Time
ACC000535,47388,18919,46473,4.57,2580.37,N,N,0,Very Late
ACC000536,34951,30259,34841,10.47,2359.38,N,N,0,On-Time
ACC000537,20672,17811,20052,41.07,2257.94,N,N,0,Late
ACC000538,33532,26126,31796,18.68,2573.71,N,N,1,Very Late
ACC000539,19626,47396,17528,12.88,4252.8,N,N,1,On-Time
ACC000540,46133,9836,45467,24.49,685.19,Y,N,2,On-Time
ACC000541,38602,11693,38113,42.74,3977.58,Y,N,2,On-Time
ACC000542,26502,3685,24730,42.61,4068.96,N,N,2,On-Time
ACC000543,27723,45529,25688,15.47,2487.35,N,N,0,Very Late
ACC000544,3426,14735,2816,25.2,4166.68,N,N,1,Very Late
ACC000545,28892,33542,28341,22.28,4243.64,N,Y,2,Late
ACC000546,21646,29502,20323,1.57,2208.44,N,N,2,Late
ACC000547,23935,49632,23102,7.25,2786.39,N,N,2,On-Time
ACC000548,28779,29248,27281,49.09,4909.69,N,N,2,Very Late
ACC000549,23134,30305,21374,46.82,4760.36,N,N,2,On-Time
ACC000550,8905,28566,8596,41.42,1347.97,Y,N,1,On-Time
ACC000551,42049,48512,40719,45.53,2299.71,N,N,1,On-Time
ACC000552,31300,33924,29711,8.31,2590.47,N,N,1,On-Time
ACC000553,42332,45484,41014,18.01,4237.35,N,N,1,On-Time
ACC000554,26501,29296,25725,14.92,4251.82,N,N,1,On-Time
ACC000555,24981,41250,22947,24.92,3911.37,N,N,0,On-Time
ACC000556,41725,4467,41815,0.89,4802.31,Y,N,1,Very Late
ACC000557,30309,45593,28595,42.12,2856.05,N,N,0,On-Time
ACC000558,43197,7379,42742,36.94,2624.06,N,N,1,Late
ACC000559,42026,12772,40034,41.27,1749.21,N,N,0,On-Time
ACC000560,3019,44104,2758,20.36,4069.22,N,N,0,Late
ACC000561,45577,6556,45314,42.79,1209.18,Y,N,2,On-Time
ACC000562,41933,40849,40071,9.73,161.89,N,N,2,On-Time
ACC000563,35620,7602,35285,15.03,3153.91,N,N,1,Late
ACC000564,18042,39841,16532,42.51,1516.81,N,N,2,On-Time
ACC000565,3498,23016,2236,39.55,2120.49,N,N,1,On-Time
ACC000566,27862,10451,28162,22.73,188.31,N,N,2,On-Time
ACC000567,32426,30760,31570,31.44,2909.16,N,N,0,On-Time
ACC000568,41028,40690,39336,21.02,1879.29,Y,N,0,On-Time
ACC000569,42054,8968,42114,40.32,3901.61,N,N,0,On-Time
ACC000570,35999,16052,35325,37.48,3430.07,N,N,0,On-Time
ACC000571,31114,32315,29306,0.82,3961.43,N,N,0,On-Time
ACC000572,39692,39119,38841,44.64,1096.2,N,N,1,Late
ACC000573,37178,10140,36766,28.12,4451.79,N,N,0,On-Time
ACC000574,8487,37377,6959,26.34,3642.52,N,N,2,Very Late
ACC000575,6935,44766,6996,2.74,4799.56,N,N,2,On-Time
ACC000576,11339,41617,10001,23.74,1605.62,N,N,1,On-Time
ACC000577,42823,15992,42201,27.66,4628.7,N,N,0,Very Late
ACC000578,31477,24156,29895,19.6,1323.94,N,N,2,Late
ACC000579,21707,29301,21756,1.43,1565.53,N,N,1,On-Time
ACC000580,6163,33225,6249,11.73,543.26,Y,N,2,On-Time
ACC000581,21833,22159,20037,0.94,2291.58,N,N,0,Very Late
ACC000582,17201,38883,16490,46.74,2765.85,Y,N,2,On-Time
ACC000583,42441,10296,41014,33.38,1590.52,Y,N,0,On-Time
ACC000584,42132,23622,40092,30.09,984.53,N,N,1,Late
ACC000585,14628,21769,12940,35.34,2892.27,N,N,2,On-Time
ACC000586,38850,20572,38930,4.65,2841.88,N,N,1,On-Time
ACC000587,41636,39743,41158,44.09,4762.19,Y,N,2,On-Time
ACC000588,25052,28856,24881,48.83,181.31,Y,N,2,On-Time
ACC000589,14142,46705,13167,36.48,1896.48,N,N,2,On-Time
ACC000590,10306,41698,9844,18.64,3138.26,N,N,2,Late
ACC000591,23341,23773,22956,12.79,2835.35,N,N,1,On-Time
ACC000592,27467,36393,25493,19.91,373.36,N,N,1,On-Time
ACC000593,2840,29249,2276,34.43,3770.77,Y,N,2,On-Time
ACC000594,4632,23360,3008,10.28,883.39,N,N,0,Late
ACC000595,39619,9533,37431,46.11,2417.09,N,Y,2,Late
ACC000596,39778,42095,38908,48.11,2959.73,N,Y,1,On-Time
ACC000597,4218,26612,1952,47.72,2555.12,Y,N,1,On-Time
ACC000598,5201,13334,3555,23.67,927.69,N,N,1,On-Time
ACC000599,39430,22058,37613,36.08,3301.39,N,N,1,On-Time
ACC000600,35757,47201,35284,39.19,1946.31,N,N,0,Late
ACC000601,21920,34287,20318,40.5,2181.34,N,N,0,On-Time
ACC000602,27824,21489,26214,0.64,4964.91,N,N,0,On-Time
ACC000603,30446,19308,29702,27.22,4109.83,N,N,0,On-Time
ACC000604,4401,6437,3786,8.45,3455.31,N,N,1,Late
ACC000605,21313,29911,20730,30.54,2487.75,N,N,1,On-Time
ACC000606,33250,24202,31125,39.99,304.47,N,N,2,On-Time
ACC000607,31800,47044,30295,27.57,3988.62,N,N,0,Late
ACC000608,42507,38070,41611,38.74,186.12,N,N,0,On-Time
ACC000609,18290,9260,17940,26.15,4176.2,N,N,1,On-Time
ACC000610,24737,47929,23104,45.49,4657.93,N,N,0,On-Time
ACC000611,14537,31251,12984,6.38,4200.02,N,N,2,Late
ACC000612,16831,43375,16747,25.46,2012.42,N,N,0,Very Late
ACC000613,32735,13079,32654,40.75,1966.17,Y,N,0,Very Late
ACC000614,44438,41053,43335,5.13,2926.7,N,N,0,On-Time
ACC000615,37250,34214,36500,8.32,3320.16,N,N,1,On-Time
ACC000616,18850,35867,17688,3.68,4589.27,N,N,0,Late
ACC000617,5153,13372,4446,5.94,3171.55,N,N,1,Late
ACC000618,18109,11050,18032,7.22,1820.64,N,N,2,On-Time
ACC000619,18553,32787,18101,37.44,1168.32,Y,N,1,On-Time
ACC000620,7508,23209,7266,25.87,2955.31,N,N,0,Very Late
ACC000621,13921,15061,12172,11.1,250.62,N,N,1,On-Time
ACC000622,36591,45656,34371,38.77,4875.73,N,N,2,On-Time
ACC000623,11839,29081,11645,22.53,1218.87,N,N,1,Very Late
ACC000624,29185,47955,28761,34.03,3866.32,N,N,2,On-Time
ACC000625,45602,48766,44460,41.98,2814.81,N,N,1,On-Time
ACC000626,13168,7055,11997,1.25,192,Y,N,0,On-Time
ACC000627,48437,19858,47384,32.44,4909.62,N,N,2,On-Time
ACC000628,41918,12220,40682,16.67,2630.24,Y,N,0,On-Time
ACC000629,21106,47868,20176,31.27,3073.84,Y,N,1,On-Time
ACC000630,48227,6981,46357,1.99,2044.74,N,N,1,On-Time
ACC000631,29517,35066,28331,28.23,4703.98,N,N,1,On-Time
ACC000632,21239,22935,20277,41.3,1798.74,N,N,1,On-Time
ACC000633,16625,20243,14971,2.56,4081.72,N,N,1,On-Time
ACC000634,13414,14548,12115,49.48,4166.29,N,N,2,On-Time
ACC000635,34744,19248,32846,31.42,3190.93,N,N,1,Very Late
ACC000636,19268,5257,19734,12.12,4785.07,N,N,1,Late
ACC000637,16772,12775,16351,15.17,3627.59,N,N,2,On-Time
ACC000638,50928,43390,49177,40.32,658.02,N,N,2,Late
ACC000639,19393,15548,19763,49.11,232.51,N,N,1,Late
ACC000640,50039,26925,48276,25.94,543.23,N,N,2,On-Time
ACC000641,12305,27869,10859,2.52,1077.34,N,N,2,On-Time
ACC000642,33018,25616,31944,29.49,3935.6,N,N,1,On-Time
ACC000643,12262,48928,11690,25.46,3014.05,Y,N,1,On-Time
ACC000644,45741,20434,45032,9.31,4585.94,N,N,2,Late
ACC000645,43969,24893,43191,0.33,3554.63,N,N,1,Very Late
ACC000646,29748,32657,28870,20.65,4995.81,N,N,2,On-Time
ACC000647,11095,36803,8969,17.21,2519.19,N,N,1,On-Time
ACC000648,10147,48399,9670,8.35,388.73,N,N,2,On-Time
ACC000649,24832,46927,24421,45.89,625.65,N,N,0,Late
ACC000650,23445,46097,22293,30.75,4431.33,N,N,0,On-Time
ACC000651,4128,3956,3730,22.48,1279.12,N,N,1,On-Time
ACC000652,42757,26602,40747,27.32,4976.73,Y,N,2,On-Time
ACC000653,3013,7304,3125,33.61,4116.68,N,N,2,On-Time
ACC000654,42249,32500,40626,30.37,3973.94,N,N,0,On-Time
ACC000655,29766,17355,29712,24.23,833.77,N,N,2,On-Time
ACC000656,7065,31701,6334,11.49,4464.54,N,N,1,On-Time
ACC000657,11634,5608,11364,21.93,1422.6,N,N,0,On-Time
ACC000658,50027,9956,48639,13.75,3140.92,N,N,1,On-Time
ACC000659,46793,26687,45927,43.5,2234.74,N,N,0,Late
ACC000660,21378,49647,20268,33.32,3857.82,N,N,1,On-Time
ACC000661,7713,46365,5700,33.62,4613.66,Y,N,1,Very Late
ACC000662,36458,49550,35629,1.33,518.47,N,N,1,On-Time
ACC000663,7196,39509,5186,25.67,971.07,N,N,2,Late
ACC000664,23794,4537,23986,39,665.65,N,N,2,Late
ACC000665,24326,12238,22615,7.08,4724.07,N,N,2,Very Late
ACC000666,3145,34587,2242,1.58,3372.79,N,N,1,Very Late
ACC000667,15617,24539,13509,2.46,1133.84,N,N,2,On-Time
ACC000668,39329,34142,37353,7.61,3276.52,N,N,0,On-Time
ACC000669,41339,21292,40391,23.2,3953.28,N,N,0,Late
ACC000670,46974,19088,45983,3.44,205.05,N,N,1,On-Time
ACC000671,3177,36590,2785,25.93,3016.49,N,N,2,On-Time
ACC000672,44104,8339,42911,33.44,2048.26,N,N,2,Very Late
ACC000673,35881,33483,35328,18.68,2225.68,N,N,0,On-Time
ACC000674,45396,48604,43669,28.08,3076.59,N,N,1,On-Time
ACC000675,41276,10275,40138,33.38,2439.51,N,Y,2,On-Time
ACC000676,6180,2931,4853,33.51,4460.36,N,Y,1,On-Time
ACC000677,28223,32701,27464,49.34,3297.56,N,N,1,Late
ACC000678,13138,27446,13219,40.18,1069.75,N,N,1,Late
ACC000679,6141,43362,4911,32.84,3476.71,N,N,0,On-Time
ACC000680,45252,41966,43215,38.17,4246.98,N,N,0,On-Time
ACC000681,25335,8620,23621,9.71,4430.91,N,N,2,On-Time
ACC000682,40975,5524,39890,44.54,828.16,N,N,2,On-Time
ACC000683,17959,15339,15934,24.95,261.57,N,N,2,On-Time
ACC000684,33791,46920,31519,31.02,416.14,N,N,0,On-Time
ACC000685,27053,41842,24854,20.37,4475.72,Y,N,1,On-Time
ACC000686,36103,22251,34340,23.39,4116.51,N,N,0,On-Time
ACC000687,22407,39816,22190,35.23,340.8,N,N,1,On-Time
ACC000688,38908,41233,38179,32.84,4006.35,N,Y,0,On-Time
ACC000689,47705,28064,47182,35.8,2871.36,N,N,0,Late
ACC000690,7628,40453,7586,26.01,721.76,N,N,2,On-Time
ACC000691,47066,38407,45542,10.64,4031.09,N,N,0,On-Time
ACC000692,47030,21565,45946,21.91,1413.94,N,N,1,On-Time
ACC000693,2734,29874,2489,43.9,4510.24,N,N,2,On-Time
ACC000694,48904,4962,47022,25.09,760.06,N,N,2,Late
ACC000695,30623,39350,29054,15.76,2182.75,N,N,2,On-Time
ACC000696,24048,45641,22306,30.61,4699.8,N,N,0,Late
ACC000697,15395,32287,14658,39.27,2622.71,N,N,2,Late
ACC000698,4484,36073,4252,22.92,4062.58,N,N,2,On-Time
ACC000699,33478,8485,33710,47.35,4502.99,N,Y,0,On-Time
ACC000700,45145,9450,43473,7.33,4714.6,N,N,0,On-Time
ACC000701,40166,41777,39082,34.42,3010.06,N,N,1,Very Late
ACC000702,7492,39070,7304,24.35,3739.55,N,N,1,On-Time
ACC000703,10692,20873,10829,3.34,867.71,N,N,2,On-Time
ACC000704,35275,37475,33023,28.87,590.87,N,N,1,On-Time
ACC000705,19913,42405,19874,42.31,4533.5,N,N,1,On-Time
ACC000706,8847,28463,7343,3.9,278.12,Y,N,0,Very Late
ACC000707,12539,5909,12625,44.89,1897,N,N,1,Very Late
ACC000708,26174,24629,24965,44.75,3896.25,N,N,1,Late
ACC000709,42228,16820,40651,0.79,4105.62,N,N,2,On-Time
ACC000710,26796,7060,26000,45.77,1855.55,N,N,2,Late
ACC000711,50557,32020,48946,22.56,3469.5,N,N,2,On-Time
ACC000712,26534,30449,25629,14.9,798.97,N,N,0,Late
ACC000713,40835,38317,38728,13.51,628.54,N,N,2,On-Time
ACC000714,41635,31782,41122,37.09,1963.06,N,N,1,Late
ACC000715,11209,29937,11138,28.08,2821.48,Y,N,2,Very Late
ACC000716,39551,29824,37201,2.59,2359.76,Y,N,2,On-Time
ACC000717,18785,49262,17466,18.24,1912.21,N,N,2,On-Time
ACC000718,4979,48983,2768,1.94,1130.76,N,N,2,On-Time
ACC000719,35834,15523,34038,1.78,2927.42,N,N,0,On-Time
ACC000720,35630,12439,34917,23.88,4097.62,N,N,1,On-Time
ACC000721,15905,42312,15248,45.29,430.05,N,N,1,On-Time
ACC000722,14649,39215,13147,17.44,2024.61,N,N,1,On-Time
ACC000723,39881,42409,38645,26.02,1496.39,Y,N,1,On-Time
ACC000724,42467,22371,40271,16.37,1458.39,Y,N,2,Very Late
ACC000725,21893,33081,20080,4.8,3691.11,N,N,2,On-Time
ACC000726,48298,13490,47178,31.28,2939.34,N,N,2,On-Time
ACC000727,35132,34543,33329,42.52,3376.77,N,N,2,Late
ACC000728,26290,18356,26477,43.67,2274.84,N,Y,1,Late
ACC000729,13877,11608,13378,2.2,707.03,N,N,2,On-Time
ACC000730,39171,33834,37316,48.04,3481.61,N,N,0,On-Time
ACC000731,38339,14067,36211,34.01,3627.86,Y,N,0,Late
ACC000732,36311,6216,36245,31.89,3776.1,Y,N,2,On-Time
ACC000733,8887,13722,7012,34.88,571.79,N,N,0,On-Time
ACC000734,44540,38963,43680,35.29,3495.38,N,N,2,Late
ACC000735,19308,22786,18507,47.23,1763.52,N,N,2,On-Time
ACC000736,40110,48937,38019,9.52,2099.92,N,N,2,On-Time
ACC000737,9284,11395,7575,9.81,4791.06,N,N,1,On-Time
ACC000738,14959,15583,14847,17.07,2614.68,N,N,1,On-Time
ACC000739,25375,46359,24625,43.86,4343.95,N,N,1,Very Late
ACC000740,6128,18067,6387,31.45,246.64,N,N,2,On-Time
ACC000741,32638,33614,32809,10.16,4459.75,N,N,1,Late
ACC000742,24533,6136,24233,18.55,4285.5,N,N,2,On-Time
ACC000743,23364,25657,21884,18.69,2047.74,N,N,1,Late
ACC000744,39645,11331,38913,0.01,1776.67,N,N,1,Late
ACC000745,42982,36779,41094,28.9,1992.92,N,N,1,On-Time
ACC000746,33846,15213,32131,2.14,2120.02,N,N,0,Very Late
ACC000747,29850,15256,29615,7.74,1440.71,N,N,2,On-Time
ACC000748,27338,46332,25387,22.51,2651.12,N,N,2,On-Time
ACC000749,25024,20824,22997,2.8,908.84,N,N,2,On-Time
ACC000750,47628,45720,45468,29.81,680.34,N,N,0,Very Late
ACC000751,51596,47582,49390,41.4,1781.26,N,N,2,On-Time
ACC000752,5104,11992,3320,17.58,2332.17,N,N,2,On-Time
ACC000753,14870,28651,14133,3.62,4349.57,Y,N,1,On-Time
ACC000754,29397,16493,28026,25.01,1456.79,Y,N,1,On-Time
ACC000755,12923,9580,11449,37.03,4040.77,N,N,1,On-Time
ACC000756,39153,43203,37693,30.75,1361.63,N,N,1,On-Time
ACC000757,34138,51651,33946,13.41,3614.19,N,N,1,On-Time
ACC000758,20010,28838,19066,31.27,4463.74,Y,N,0,On-Time
ACC000759,29182,17518,28614,45.8,3966.51,N,N,1,On-Time
ACC000760,14497,31841,13873,30.09,3314.6,N,N,1,Late
ACC000761,17732,43260,15950,4.39,4401.61,N,N,2,On-Time
ACC000762,40192,2867,39903,32.78,225.68,N,N,2,On-Time
ACC000763,7964,40076,7303,5.06,1700.52,Y,N,0,On-Time
ACC000764,23743,42367,22991,44.7,3562.37,N,N,0,On-Time
ACC000765,13526,27187,11599,0.5,3961.64,N,N,2,On-Time
ACC000766,10826,26225,8430,28.12,602.26,N,N,0,On-Time
ACC000767,10602,25954,8874,21.09,3515.68,N,N,2,On-Time
ACC000768,15011,16675,13756,1.11,3685.11,N,N,0,On-Time
ACC000769,11374,46288,9905,13.74,3930.64,N,N,1,On-Time
ACC000770,12153,33772,10283,42.01,4876.89,N,N,2,Late
ACC000771,36307,4800,35590,25.02,255.94,N,N,0,On-Time
ACC000772,10761,23074,11036,28.47,1257.85,N,N,2,Very Late
ACC000773,39217,28308,38428,40.94,1575.42,N,N,0,On-Time
ACC000774,32788,50129,32554,48.89,2435.08,N,N,0,On-Time
ACC000775,28182,2187,26479,38.66,4661.17,N,Y,1,On-Time
ACC000776,23709,19639,21422,16.99,4306.17,N,N,2,Very Late
ACC000777,15845,8887,14074,5.69,2048.51,N,N,2,Very Late
ACC000778,8076,23443,7789,13.89,538.68,Y,N,2,On-Time
ACC000779,2875,20456,2616,25.37,3932.06,N,N,0,Late
ACC000780,20917,48748,19239,13.34,1085.19,N,N,0,On-Time
ACC000781,6351,35247,5260,47.02,3732.71,Y,N,1,On-Time
ACC000782,47176,46873,45617,22.66,4497.48,N,N,1,On-Time
ACC000783,16504,27920,16537,4.74,1513.3,N,N,1,On-Time
ACC000784,49820,31345,49399,13.62,1865.1,N,N,1,On-Time
ACC000785,17870,4601,17077,0.16,3521.28,N,N,0,On-Time
ACC000786,49124,22929,48602,24.98,4167.54,N,N,0,On-Time
ACC000787,16505,13584,14789,1.82,3168.79,N,N,1,On-Time
ACC000788,11327,31626,10992,37.24,737.51,N,N,0,Late
ACC000789,47450,10848,46768,47.08,1382.1,Y,N,1,Late
ACC000790,47079,8872,46040,29.36,2012.1,N,N,1,On-Time
ACC000791,37222,45827,36256,22.97,1284.77,N,N,0,On-Time
ACC000792,48979,19988,48314,13.31,1633.25,N,N,0,On-Time
ACC000793,19886,3983,19980,18.39,602.72,N,N,0,On-Time
ACC000794,39910,37009,38148,29.17,2190.38,N,N,2,On-Time
ACC000795,4985,4381,4981,25.08,2287.79,Y,Y,0,On-Time
ACC000796,28382,28768,26852,11.08,1380.1,N,N,1,On-Time
ACC000797,17251,47303,15781,37.74,164.66,N,N,0,On-Time
ACC000798,11478,11066,9834,41.3,2601.89,N,N,0,On-Time
ACC000799,44754,31519,42971,17.25,3442.22,N,N,1,On-Time
ACC000800,49860,13301,48836,44.23,3761.03,N,N,0,On-Time
ACC000801,47821,25246,47274,15.72,819.78,N,N,1,On-Time
ACC000802,43517,45839,42960,13.21,1248.29,N,N,2,On-Time
